TimeStamp,Close,High,Low,Open
1/25/2019 2:38:04.000000000 PM,2938547,2938575,2938490,2938490
1/25/2019 2:38:06.000000000 PM,2938605,2938605,2938550,2938550
1/25/2019 2:38:08.000000000 PM,2938627,2938627,2938627,2938627
1/25/2019 2:38:10.000000000 PM,2938577,2938577,2938577,2938577
1/25/2019 2:38:12.000000000 PM,2938357,2938467,2938357,2938467
1/25/2019 2:38:14.000000000 PM,2938520,2938680,2938520,2938680
1/25/2019 2:38:16.000000000 PM,2938512,2938530,2938512,2938530
1/25/2019 2:38:18.000000000 PM,2938540,2938540,2938540,2938540
1/25/2019 2:38:20.000000000 PM,2938305,2938355,2938227,2938355
1/25/2019 2:38:22.000000000 PM,2938555,2938555,2938495,2938495
1/25/2019 2:38:24.000000000 PM,2938365,2938365,2938365,2938365
1/25/2019 2:38:26.000000000 PM,2938407,2938407,2938407,2938407
1/25/2019 2:38:28.000000000 PM,2938702,2938702,2938427,2938427
1/25/2019 2:38:30.000000000 PM,2939195,2939195,2938902,2938902
1/25/2019 2:38:32.000000000 PM,2939190,2939332,2939190,2939270
1/25/2019 2:38:34.000000000 PM,2939272,2939272,2939272,2939272
1/25/2019 2:38:36.000000000 PM,2939145,2939145,2939127,2939127
1/25/2019 2:38:38.000000000 PM,2938970,2938970,2938965,2938965
1/25/2019 2:38:40.000000000 PM,2939272,2939272,2938862,2938862
1/25/2019 2:38:42.000000000 PM,2939507,2939507,2939362,2939362
1/25/2019 2:38:44.000000000 PM,2939605,2939605,2939605,2939605
1/25/2019 2:38:46.000000000 PM,2939655,2939655,2939655,2939655
1/25/2019 2:38:48.000000000 PM,2939610,2939610,2939610,2939610
1/25/2019 2:38:50.000000000 PM,2939780,2939785,2939617,2939617
1/25/2019 2:38:52.000000000 PM,2939235,2939235,2939235,2939235
1/25/2019 2:38:54.000000000 PM,2939135,2939135,2939135,2939135
1/25/2019 2:38:56.000000000 PM,2939202,2939275,2939160,2939160
1/25/2019 2:38:58.000000000 PM,2939140,2939140,2939140,2939140
1/25/2019 2:39:00.000000000 PM,2939180,2939180,2939165,2939165
1/25/2019 2:39:02.000000000 PM,2939310,2939310,2939265,2939265
1/25/2019 2:39:04.000000000 PM,2939532,2939532,2939530,2939530
1/25/2019 2:39:06.000000000 PM,2939542,2939547,2939542,2939547
1/25/2019 2:39:08.000000000 PM,2939515,2939522,2939515,2939522
1/25/2019 2:39:10.000000000 PM,2939267,2939462,2939267,2939462
1/25/2019 2:39:12.000000000 PM,2939175,2939175,2939175,2939175
1/25/2019 2:39:14.000000000 PM,2939195,2939195,2939177,2939177
1/25/2019 2:39:16.000000000 PM,2939192,2939192,2939192,2939192
1/25/2019 2:39:18.000000000 PM,2939065,2939065,2939065,2939065
1/25/2019 2:39:20.000000000 PM,2939067,2939067,2939067,2939067
1/25/2019 2:39:22.000000000 PM,2938707,2938997,2938707,2938997
1/25/2019 2:39:24.000000000 PM,2938617,2938617,2938532,2938532
1/25/2019 2:39:26.000000000 PM,2938895,2939137,2938895,2939137
1/25/2019 2:39:28.000000000 PM,2939302,2939305,2939155,2939155
1/25/2019 2:39:30.000000000 PM,2939302,2939302,2939302,2939302
1/25/2019 2:39:32.000000000 PM,2939217,2939217,2939217,2939217
1/25/2019 2:39:34.000000000 PM,2938982,2938982,2938912,2938912
1/25/2019 2:39:36.000000000 PM,2938892,2938892,2938887,2938887
1/25/2019 2:39:38.000000000 PM,2938875,2938875,2938875,2938875
1/25/2019 2:39:40.000000000 PM,2938840,2938840,2938840,2938840
1/25/2019 2:39:42.000000000 PM,2938892,2938892,2938892,2938892
1/25/2019 2:39:44.000000000 PM,2938892,2938892,2938892,2938892
1/25/2019 2:39:46.000000000 PM,2939140,2939140,2938707,2938707
1/25/2019 2:39:48.000000000 PM,2938832,2939090,2938832,2939090
1/25/2019 2:39:50.000000000 PM,2939042,2939042,2938700,2938877
1/25/2019 2:39:52.000000000 PM,2939057,2939057,2938700,2938700
1/25/2019 2:39:54.000000000 PM,2939352,2939352,2939352,2939352
1/25/2019 2:39:56.000000000 PM,2939185,2939185,2938990,2938990
1/25/2019 2:39:58.000000000 PM,2939402,2939402,2939057,2939057
1/25/2019 2:40:00.000000000 PM,2939212,2939212,2939072,2939115
1/25/2019 2:40:02.000000000 PM,2939750,2939750,2939472,2939472
1/25/2019 2:40:04.000000000 PM,2939620,2939620,2939620,2939620
1/25/2019 2:40:06.000000000 PM,2939482,2939482,2939482,2939482
1/25/2019 2:40:08.000000000 PM,2939762,2939762,2939482,2939482
1/25/2019 2:40:10.000000000 PM,2939567,2939670,2939567,2939670
1/25/2019 2:40:12.000000000 PM,2939700,2939700,2939562,2939562
1/25/2019 2:40:14.000000000 PM,2939505,2939505,2939505,2939505
1/25/2019 2:40:16.000000000 PM,2939552,2939552,2939552,2939552
1/25/2019 2:40:18.000000000 PM,2939502,2939502,2939502,2939502
1/25/2019 2:40:20.000000000 PM,2939295,2939502,2939295,2939502
1/25/2019 2:40:22.000000000 PM,2939385,2939385,2939382,2939382
1/25/2019 2:40:24.000000000 PM,2939385,2939385,2939385,2939385
1/25/2019 2:40:26.000000000 PM,2939292,2939387,2939292,2939387
1/25/2019 2:40:28.000000000 PM,2939205,2939205,2939205,2939205
1/25/2019 2:40:30.000000000 PM,2938750,2938752,2938750,2938752
1/25/2019 2:40:32.000000000 PM,2938447,2938547,2938447,2938547
1/25/2019 2:40:34.000000000 PM,2938590,2938590,2938590,2938590
1/25/2019 2:40:36.000000000 PM,2938590,2938590,2938590,2938590
1/25/2019 2:40:38.000000000 PM,2938785,2938997,2938785,2938997
1/25/2019 2:40:40.000000000 PM,2938697,2938785,2938697,2938785
1/25/2019 2:40:42.000000000 PM,2938695,2938695,2938695,2938695
1/25/2019 2:40:44.000000000 PM,2938695,2938695,2938692,2938695
1/25/2019 2:40:46.000000000 PM,2938732,2938732,2938732,2938732
1/25/2019 2:40:48.000000000 PM,2938687,2938687,2938680,2938680
1/25/2019 2:40:50.000000000 PM,2938827,2938830,2938827,2938830
1/25/2019 2:40:52.000000000 PM,2938245,2938617,2938245,2938617
1/25/2019 2:40:54.000000000 PM,2938507,2938742,2938232,2938742
1/25/2019 2:40:56.000000000 PM,2938340,2938340,2938340,2938340
1/25/2019 2:40:58.000000000 PM,2938602,2938755,2938602,2938755
1/25/2019 2:41:00.000000000 PM,2938512,2938512,2938512,2938512
1/25/2019 2:41:02.000000000 PM,2938675,2938675,2938545,2938545
1/25/2019 2:41:04.000000000 PM,2938677,2938677,2938677,2938677
1/25/2019 2:41:06.000000000 PM,2938807,2938812,2938642,2938642
1/25/2019 2:41:08.000000000 PM,2938842,2938842,2938842,2938842
1/25/2019 2:41:10.000000000 PM,2938832,2938842,2938832,2938842
1/25/2019 2:41:12.000000000 PM,2938857,2938857,2938842,2938842
1/25/2019 2:41:14.000000000 PM,2938857,2938857,2938857,2938857
1/25/2019 2:41:16.000000000 PM,2938857,2938857,2938857,2938857
1/25/2019 2:41:18.000000000 PM,2938780,2938800,2938780,2938800
1/25/2019 2:41:20.000000000 PM,2938697,2938702,2938697,2938702
1/25/2019 2:41:22.000000000 PM,2938685,2938697,2938685,2938697
1/25/2019 2:41:24.000000000 PM,2938475,2938687,2938475,2938687
1/25/2019 2:41:26.000000000 PM,2938495,2938495,2938447,2938447
1/25/2019 2:41:28.000000000 PM,2938750,2938750,2938360,2938360
1/25/2019 2:41:30.000000000 PM,2938602,2938602,2938602,2938602
1/25/2019 2:41:32.000000000 PM,2938415,2938602,2938415,2938602
1/25/2019 2:41:34.000000000 PM,2938592,2938592,2938592,2938592
1/25/2019 2:41:36.000000000 PM,2938542,2938542,2938542,2938542
1/25/2019 2:41:38.000000000 PM,2938395,2938555,2938395,2938555
1/25/2019 2:41:40.000000000 PM,2938555,2938555,2938555,2938555
1/25/2019 2:41:42.000000000 PM,2938690,2938690,2938677,2938677
1/25/2019 2:41:44.000000000 PM,2938635,2938697,2938635,2938697
1/25/2019 2:41:46.000000000 PM,2938425,2938425,2938407,2938407
1/25/2019 2:41:48.000000000 PM,2938405,2938405,2938405,2938405
1/25/2019 2:41:50.000000000 PM,2938595,2938595,2938445,2938445
1/25/2019 2:41:52.000000000 PM,2938575,2938575,2938575,2938575
1/25/2019 2:41:54.000000000 PM,2938497,2938575,2938497,2938575
1/25/2019 2:41:56.000000000 PM,2938520,2938600,2938317,2938317
1/25/2019 2:41:58.000000000 PM,2938517,2938517,2938517,2938517
1/25/2019 2:42:00.000000000 PM,2938810,2938810,2938492,2938492
1/25/2019 2:42:02.000000000 PM,2939142,2939142,2939100,2939100
1/25/2019 2:42:04.000000000 PM,2939505,2939505,2939505,2939505
1/25/2019 2:42:06.000000000 PM,2939505,2939505,2939505,2939505
1/25/2019 2:42:08.000000000 PM,2938897,2939472,2938897,2939472
1/25/2019 2:42:10.000000000 PM,2938900,2938900,2938900,2938900
1/25/2019 2:42:12.000000000 PM,2938867,2939112,2938867,2939112
1/25/2019 2:42:14.000000000 PM,2938865,2938865,2938865,2938865
1/25/2019 2:42:16.000000000 PM,2938902,2938902,2938707,2938707
1/25/2019 2:42:18.000000000 PM,2938802,2938902,2938707,2938707
1/25/2019 2:42:20.000000000 PM,2938805,2938805,2938805,2938805
1/25/2019 2:42:22.000000000 PM,2938707,2938805,2938707,2938805
1/25/2019 2:42:24.000000000 PM,2938762,2938902,2938762,2938902
1/25/2019 2:42:26.000000000 PM,2939162,2939162,2938762,2938762
1/25/2019 2:42:28.000000000 PM,2938937,2938937,2938937,2938937
1/25/2019 2:42:30.000000000 PM,2938937,2938937,2938937,2938937
1/25/2019 2:42:32.000000000 PM,2939145,2939145,2939145,2939145
1/25/2019 2:42:34.000000000 PM,2939145,2939145,2939145,2939145
1/25/2019 2:42:36.000000000 PM,2939145,2939145,2939145,2939145
1/25/2019 2:42:38.000000000 PM,2938815,2938822,2938815,2938822
1/25/2019 2:42:40.000000000 PM,2938512,2938512,2938475,2938475
1/25/2019 2:42:42.000000000 PM,2938545,2938545,2938475,2938475
1/25/2019 2:42:44.000000000 PM,2938540,2938545,2938540,2938545
1/25/2019 2:42:46.000000000 PM,2938430,2938620,2938430,2938620
1/25/2019 2:42:48.000000000 PM,2938435,2938435,2938430,2938430
1/25/2019 2:42:50.000000000 PM,2938425,2938435,2938425,2938435
1/25/2019 2:42:52.000000000 PM,2937830,2938202,2937830,2938202
1/25/2019 2:42:54.000000000 PM,2938015,2938015,2938015,2938015
1/25/2019 2:42:56.000000000 PM,2937930,2937990,2937930,2937990
1/25/2019 2:42:58.000000000 PM,2937852,2937852,2937852,2937852
1/25/2019 2:43:00.000000000 PM,2938200,2938200,2937752,2937752
1/25/2019 2:43:02.000000000 PM,2938045,2938045,2938045,2938045
1/25/2019 2:43:04.000000000 PM,2937945,2938012,2937945,2938012
1/25/2019 2:43:06.000000000 PM,2937860,2937905,2937860,2937905
1/25/2019 2:43:08.000000000 PM,2937752,2937752,2937752,2937752
1/25/2019 2:43:10.000000000 PM,2937752,2937752,2937752,2937752
1/25/2019 2:43:12.000000000 PM,2937752,2937755,2937752,2937755
1/25/2019 2:43:14.000000000 PM,2937752,2937752,2937752,2937752
1/25/2019 2:43:16.000000000 PM,2937757,2937757,2937757,2937757
1/25/2019 2:43:18.000000000 PM,2937700,2937755,2937700,2937755
1/25/2019 2:43:20.000000000 PM,2937902,2937902,2937700,2937700
1/25/2019 2:43:22.000000000 PM,2937895,2937902,2937895,2937902
1/25/2019 2:43:24.000000000 PM,2937692,2937895,2937692,2937895
1/25/2019 2:43:26.000000000 PM,2937592,2937595,2937592,2937595
1/25/2019 2:43:28.000000000 PM,2936680,2936890,2936680,2936890
1/25/2019 2:43:30.000000000 PM,2936712,2936770,2936712,2936770
1/25/2019 2:43:32.000000000 PM,2936707,2936710,2936707,2936710
1/25/2019 2:43:34.000000000 PM,2936975,2937002,2936817,2936817
1/25/2019 2:43:36.000000000 PM,2937007,2937007,2937007,2937007
1/25/2019 2:43:38.000000000 PM,2936795,2936795,2936775,2936775
1/25/2019 2:43:40.000000000 PM,2937240,2937240,2936877,2936912
1/25/2019 2:43:42.000000000 PM,2937030,2937030,2937030,2937030
1/25/2019 2:43:44.000000000 PM,2937012,2937012,2937012,2937012
1/25/2019 2:43:46.000000000 PM,2937050,2937050,2937012,2937012
1/25/2019 2:43:48.000000000 PM,2936987,2936987,2936970,2936970
1/25/2019 2:43:50.000000000 PM,2937022,2937022,2936987,2936987
1/25/2019 2:43:52.000000000 PM,2937020,2937020,2937020,2937020
1/25/2019 2:43:54.000000000 PM,2936830,2937017,2936830,2937017
1/25/2019 2:43:56.000000000 PM,2937420,2937475,2937420,2937475
1/25/2019 2:43:58.000000000 PM,2937575,2937582,2937575,2937582
1/25/2019 2:44:00.000000000 PM,2937420,2937525,2937420,2937525
1/25/2019 2:44:02.000000000 PM,2937537,2937537,2937537,2937537
1/25/2019 2:44:04.000000000 PM,2937175,2937235,2937175,2937235
1/25/2019 2:44:06.000000000 PM,2937175,2937175,2937175,2937175
1/25/2019 2:44:08.000000000 PM,2937070,2937230,2937070,2937230
1/25/2019 2:44:10.000000000 PM,2937307,2937307,2937307,2937307
1/25/2019 2:44:12.000000000 PM,2937280,2937305,2937275,2937305
1/25/2019 2:44:14.000000000 PM,2937262,2937262,2937262,2937262
1/25/2019 2:44:16.000000000 PM,2937305,2937305,2937302,2937305
1/25/2019 2:44:18.000000000 PM,2937730,2937730,2937730,2937730
1/25/2019 2:44:20.000000000 PM,2937782,2937782,2937732,2937732
1/25/2019 2:44:22.000000000 PM,2938072,2938072,2938020,2938020
1/25/2019 2:44:24.000000000 PM,2938072,2938072,2938072,2938072
1/25/2019 2:44:26.000000000 PM,2938072,2938072,2938072,2938072
1/25/2019 2:44:28.000000000 PM,2938022,2938022,2938022,2938022
1/25/2019 2:44:30.000000000 PM,2937762,2937875,2937762,2937875
1/25/2019 2:44:32.000000000 PM,2937870,2937870,2937870,2937870
1/25/2019 2:44:34.000000000 PM,2937922,2937922,2937865,2937920
1/25/2019 2:44:36.000000000 PM,2937927,2937927,2937927,2937927
1/25/2019 2:44:38.000000000 PM,2937765,2937927,2937765,2937927
1/25/2019 2:44:40.000000000 PM,2937887,2937887,2937887,2937887
1/25/2019 2:44:42.000000000 PM,2937795,2937795,2937782,2937782
1/25/2019 2:44:44.000000000 PM,2938810,2938855,2938262,2938262
1/25/2019 2:44:46.000000000 PM,2938812,2938812,2938812,2938812
1/25/2019 2:44:48.000000000 PM,2938410,2938432,2938410,2938432
1/25/2019 2:44:50.000000000 PM,2938710,2938710,2938657,2938657
1/25/2019 2:44:52.000000000 PM,2938457,2938457,2938290,2938290
1/25/2019 2:44:54.000000000 PM,2938187,2938235,2938025,2938025
1/25/2019 2:44:56.000000000 PM,2938497,2938497,2938497,2938497
1/25/2019 2:44:58.000000000 PM,2938730,2938730,2938430,2938430
1/25/2019 2:45:00.000000000 PM,2939260,2939260,2938755,2938755
1/25/2019 2:45:02.000000000 PM,2939065,2939065,2939065,2939065
1/25/2019 2:45:04.000000000 PM,2938742,2938742,2938715,2938715
1/25/2019 2:45:06.000000000 PM,2939120,2939120,2938627,2938627
1/25/2019 2:45:08.000000000 PM,2939155,2939155,2939155,2939155
1/25/2019 2:45:10.000000000 PM,2939130,2939155,2939130,2939155
1/25/2019 2:45:12.000000000 PM,2939117,2939122,2939117,2939122
1/25/2019 2:45:14.000000000 PM,2939155,2939155,2939112,2939112
1/25/2019 2:45:16.000000000 PM,2939357,2939357,2939357,2939357
1/25/2019 2:45:18.000000000 PM,2939357,2939357,2939357,2939357
1/25/2019 2:45:20.000000000 PM,2939357,2939357,2939357,2939357
1/25/2019 2:45:22.000000000 PM,2938875,2939315,2938875,2939315
1/25/2019 2:45:24.000000000 PM,2938652,2938752,2938652,2938752
1/25/2019 2:45:26.000000000 PM,2938707,2938707,2938707,2938707
1/25/2019 2:45:28.000000000 PM,2938750,2938750,2938750,2938750
1/25/2019 2:45:30.000000000 PM,2939092,2939092,2938750,2938750
1/25/2019 2:45:32.000000000 PM,2939075,2939075,2939075,2939075
1/25/2019 2:45:34.000000000 PM,2939087,2939087,2939082,2939082
1/25/2019 2:45:36.000000000 PM,2939122,2939125,2939122,2939125
1/25/2019 2:45:38.000000000 PM,2939255,2939255,2939092,2939092
1/25/2019 2:45:40.000000000 PM,2939255,2939255,2939255,2939255
1/25/2019 2:45:42.000000000 PM,2938817,2939157,2938815,2939157
1/25/2019 2:45:44.000000000 PM,2938915,2938915,2938915,2938915
1/25/2019 2:45:46.000000000 PM,2938920,2938920,2938920,2938920
1/25/2019 2:45:48.000000000 PM,2939305,2939305,2939012,2939012
1/25/2019 2:45:50.000000000 PM,2939657,2939657,2939655,2939655
1/25/2019 2:45:52.000000000 PM,2939655,2939657,2939655,2939657
1/25/2019 2:45:54.000000000 PM,2939632,2939632,2939632,2939632
1/25/2019 2:45:56.000000000 PM,2939265,2939265,2939265,2939265
1/25/2019 2:45:58.000000000 PM,2939455,2939455,2939307,2939307
1/25/2019 2:46:00.000000000 PM,2939555,2939555,2939365,2939365
1/25/2019 2:46:02.000000000 PM,2939857,2939857,2939610,2939610
1/25/2019 2:46:04.000000000 PM,2939812,2939812,2939812,2939812
1/25/2019 2:46:06.000000000 PM,2939785,2939785,2939785,2939785
1/25/2019 2:46:08.000000000 PM,2939662,2939662,2939545,2939545
1/25/2019 2:46:10.000000000 PM,2939855,2939855,2939755,2939755
1/25/2019 2:46:12.000000000 PM,2939702,2939712,2939702,2939712
1/25/2019 2:46:14.000000000 PM,2939637,2939637,2939632,2939632
1/25/2019 2:46:16.000000000 PM,2939135,2939637,2939135,2939637
1/25/2019 2:46:18.000000000 PM,2939210,2939210,2939175,2939175
1/25/2019 2:46:20.000000000 PM,2939215,2939215,2939215,2939215
1/25/2019 2:46:22.000000000 PM,2939167,2939215,2939167,2939215
1/25/2019 2:46:24.000000000 PM,2939290,2939297,2939290,2939297
1/25/2019 2:46:26.000000000 PM,2939077,2939297,2939077,2939297
1/25/2019 2:46:28.000000000 PM,2938950,2938950,2938950,2938950
1/25/2019 2:46:30.000000000 PM,2938955,2938955,2938952,2938952
1/25/2019 2:46:32.000000000 PM,2938952,2938955,2938945,2938955
1/25/2019 2:46:34.000000000 PM,2938902,2938902,2938902,2938902
1/25/2019 2:46:36.000000000 PM,2938932,2938995,2938907,2938907
1/25/2019 2:46:38.000000000 PM,2939005,2939005,2939005,2939005
1/25/2019 2:46:40.000000000 PM,2938920,2938995,2938920,2938995
1/25/2019 2:46:42.000000000 PM,2938855,2938855,2938817,2938817
1/25/2019 2:46:44.000000000 PM,2938750,2938772,2938750,2938772
1/25/2019 2:46:46.000000000 PM,2938750,2938750,2938750,2938750
1/25/2019 2:46:48.000000000 PM,2938750,2938750,2938750,2938750
1/25/2019 2:46:50.000000000 PM,2938750,2938750,2938750,2938750
1/25/2019 2:46:52.000000000 PM,2938750,2938750,2938750,2938750
1/25/2019 2:46:54.000000000 PM,2938750,2938762,2938750,2938750
1/25/2019 2:46:56.000000000 PM,2938750,2938750,2938750,2938750
1/25/2019 2:46:58.000000000 PM,2938750,2938750,2938750,2938750
1/25/2019 2:47:00.000000000 PM,2939165,2939165,2938750,2938750
1/25/2019 2:47:02.000000000 PM,2939140,2939140,2939140,2939140
1/25/2019 2:47:04.000000000 PM,2939067,2939140,2939067,2939140
1/25/2019 2:47:06.000000000 PM,2938995,2939087,2938995,2939087
1/25/2019 2:47:08.000000000 PM,2938995,2939025,2938995,2939025
1/25/2019 2:47:10.000000000 PM,2939025,2939025,2939025,2939025
1/25/2019 2:47:12.000000000 PM,2939040,2939055,2938987,2938987
1/25/2019 2:47:14.000000000 PM,2939040,2939040,2939040,2939040
1/25/2019 2:47:16.000000000 PM,2939087,2939087,2939040,2939040
1/25/2019 2:47:18.000000000 PM,2939510,2939510,2939355,2939355
1/25/2019 2:47:20.000000000 PM,2939567,2939567,2939562,2939562
1/25/2019 2:47:22.000000000 PM,2939552,2939605,2939552,2939605
1/25/2019 2:47:24.000000000 PM,2939552,2939552,2939552,2939552
1/25/2019 2:47:26.000000000 PM,2939352,2939352,2939352,2939352
1/25/2019 2:47:28.000000000 PM,2939132,2939317,2939132,2939317
1/25/2019 2:47:30.000000000 PM,2939145,2939145,2939145,2939145
1/25/2019 2:47:32.000000000 PM,2939195,2939195,2939195,2939195
1/25/2019 2:47:34.000000000 PM,2939457,2939457,2939455,2939455
1/25/2019 2:47:36.000000000 PM,2939165,2939492,2939165,2939492
1/25/2019 2:47:38.000000000 PM,2939127,2939127,2939127,2939127
1/25/2019 2:47:40.000000000 PM,2939100,2939125,2939100,2939125
1/25/2019 2:47:42.000000000 PM,2938962,2939035,2938962,2939035
1/25/2019 2:47:44.000000000 PM,2938950,2938962,2938950,2938962
1/25/2019 2:47:46.000000000 PM,2938997,2938997,2938995,2938995
1/25/2019 2:47:48.000000000 PM,2939015,2939015,2939015,2939015
1/25/2019 2:47:50.000000000 PM,2939015,2939015,2939015,2939015
1/25/2019 2:47:52.000000000 PM,2939052,2939052,2938915,2938915
1/25/2019 2:47:54.000000000 PM,2939110,2939110,2939110,2939110
1/25/2019 2:47:56.000000000 PM,2939155,2939155,2939155,2939155
1/25/2019 2:47:58.000000000 PM,2939125,2939155,2939125,2939155
1/25/2019 2:48:00.000000000 PM,2939155,2939155,2939125,2939125
1/25/2019 2:48:02.000000000 PM,2939160,2939160,2939160,2939160
1/25/2019 2:48:04.000000000 PM,2939167,2939167,2939167,2939167
1/25/2019 2:48:06.000000000 PM,2939570,2939662,2939570,2939662
1/25/2019 2:48:08.000000000 PM,2939802,2939802,2939570,2939570
1/25/2019 2:48:10.000000000 PM,2939535,2939830,2939535,2939830
1/25/2019 2:48:12.000000000 PM,2939825,2939825,2939790,2939790
1/25/2019 2:48:14.000000000 PM,2939792,2939832,2939792,2939822
1/25/2019 2:48:16.000000000 PM,2939822,2939822,2939822,2939822
1/25/2019 2:48:18.000000000 PM,2939817,2939822,2939817,2939822
1/25/2019 2:48:20.000000000 PM,2940252,2940252,2939950,2939950
1/25/2019 2:48:22.000000000 PM,2939967,2939967,2939967,2939967
1/25/2019 2:48:24.000000000 PM,2939975,2939975,2939975,2939975
1/25/2019 2:48:26.000000000 PM,2939960,2939977,2939960,2939977
1/25/2019 2:48:28.000000000 PM,2939997,2939997,2939955,2939955
1/25/2019 2:48:30.000000000 PM,2939960,2939985,2939960,2939985
1/25/2019 2:48:32.000000000 PM,2939895,2939947,2939895,2939947
1/25/2019 2:48:34.000000000 PM,2939870,2939870,2939870,2939870
1/25/2019 2:48:36.000000000 PM,2939752,2939852,2939752,2939852
1/25/2019 2:48:38.000000000 PM,2939730,2939730,2939730,2939730
1/25/2019 2:48:40.000000000 PM,2939707,2939707,2939707,2939707
1/25/2019 2:48:42.000000000 PM,2939717,2939782,2939717,2939782
1/25/2019 2:48:44.000000000 PM,2939580,2939670,2939580,2939670
1/25/2019 2:48:46.000000000 PM,2939672,2939672,2939672,2939672
1/25/2019 2:48:48.000000000 PM,2939675,2939675,2939675,2939675
1/25/2019 2:48:50.000000000 PM,2939545,2939545,2939545,2939545
1/25/2019 2:48:52.000000000 PM,2939512,2939545,2939512,2939545
1/25/2019 2:48:54.000000000 PM,2939512,2939512,2939512,2939512
1/25/2019 2:48:56.000000000 PM,2939442,2939442,2939442,2939442
1/25/2019 2:48:58.000000000 PM,2939442,2939447,2939442,2939447
1/25/2019 2:49:00.000000000 PM,2939807,2939807,2939807,2939807
1/25/2019 2:49:02.000000000 PM,2939705,2939705,2939705,2939705
1/25/2019 2:49:04.000000000 PM,2939705,2939705,2939637,2939637
1/25/2019 2:49:06.000000000 PM,2939817,2939817,2939817,2939817
1/25/2019 2:49:08.000000000 PM,2939760,2939817,2939760,2939817
1/25/2019 2:49:10.000000000 PM,2939705,2939705,2939660,2939660
1/25/2019 2:49:12.000000000 PM,2939585,2939585,2939585,2939585
1/25/2019 2:49:14.000000000 PM,2939582,2939582,2939582,2939582
1/25/2019 2:49:16.000000000 PM,2939717,2939717,2939637,2939637
1/25/2019 2:49:18.000000000 PM,2939735,2939735,2939732,2939732
1/25/2019 2:49:20.000000000 PM,2939780,2939780,2939717,2939717
1/25/2019 2:49:22.000000000 PM,2939780,2939780,2939780,2939780
1/25/2019 2:49:24.000000000 PM,2939715,2939777,2939715,2939777
1/25/2019 2:49:26.000000000 PM,2939727,2939727,2939727,2939727
1/25/2019 2:49:28.000000000 PM,2939727,2939727,2939727,2939727
1/25/2019 2:49:30.000000000 PM,2939602,2939602,2939602,2939602
1/25/2019 2:49:32.000000000 PM,2939602,2939602,2939602,2939602
1/25/2019 2:49:34.000000000 PM,2939507,2939600,2939507,2939600
1/25/2019 2:49:36.000000000 PM,2939290,2939357,2939290,2939357
1/25/2019 2:49:38.000000000 PM,2939125,2939227,2939125,2939227
1/25/2019 2:49:40.000000000 PM,2939082,2939082,2939065,2939065
1/25/2019 2:49:42.000000000 PM,2939082,2939082,2939082,2939082
1/25/2019 2:49:44.000000000 PM,2939082,2939082,2939082,2939082
1/25/2019 2:49:46.000000000 PM,2939082,2939082,2939082,2939082
1/25/2019 2:49:48.000000000 PM,2939082,2939082,2939082,2939082
1/25/2019 2:49:50.000000000 PM,2939082,2939082,2939082,2939082
1/25/2019 2:49:52.000000000 PM,2939082,2939082,2939082,2939082
1/25/2019 2:49:54.000000000 PM,2939070,2939070,2939070,2939070
1/25/2019 2:49:56.000000000 PM,2938900,2939032,2938900,2939032
1/25/2019 2:49:58.000000000 PM,2938710,2938710,2938710,2938710
1/25/2019 2:50:00.000000000 PM,2939020,2939020,2938615,2938615
1/25/2019 2:50:02.000000000 PM,2938817,2938847,2938817,2938847
1/25/2019 2:50:04.000000000 PM,2938687,2938807,2938687,2938807
1/25/2019 2:50:06.000000000 PM,2938750,2938750,2938687,2938687
1/25/2019 2:50:08.000000000 PM,2938597,2938597,2938597,2938597
1/25/2019 2:50:10.000000000 PM,2938560,2938560,2938560,2938560
1/25/2019 2:50:12.000000000 PM,2938562,2938562,2938560,2938560
1/25/2019 2:50:14.000000000 PM,2938455,2938470,2938455,2938470
1/25/2019 2:50:16.000000000 PM,2938455,2938455,2938455,2938455
1/25/2019 2:50:18.000000000 PM,2938790,2938790,2938460,2938460
1/25/2019 2:50:20.000000000 PM,2938617,2938617,2938617,2938617
1/25/2019 2:50:22.000000000 PM,2938617,2938617,2938617,2938617
1/25/2019 2:50:24.000000000 PM,2938617,2938617,2938617,2938617
1/25/2019 2:50:26.000000000 PM,2938520,2938520,2938520,2938520
1/25/2019 2:50:28.000000000 PM,2938520,2938520,2938520,2938520
1/25/2019 2:50:30.000000000 PM,2938520,2938520,2938520,2938520
1/25/2019 2:50:32.000000000 PM,2938972,2938972,2938472,2938472
1/25/2019 2:50:34.000000000 PM,2939155,2939155,2939155,2939155
1/25/2019 2:50:36.000000000 PM,2939292,2939292,2939152,2939152
1/25/2019 2:50:38.000000000 PM,2939380,2939380,2939380,2939380
1/25/2019 2:50:40.000000000 PM,2939430,2939430,2939427,2939427
1/25/2019 2:50:42.000000000 PM,2939530,2939530,2939490,2939490
1/25/2019 2:50:44.000000000 PM,2939620,2939620,2939530,2939530
1/25/2019 2:50:46.000000000 PM,2939615,2939615,2939615,2939615
1/25/2019 2:50:48.000000000 PM,2939615,2939615,2939615,2939615
1/25/2019 2:50:50.000000000 PM,2939615,2939615,2939615,2939615
1/25/2019 2:50:52.000000000 PM,2939595,2939615,2939595,2939615
1/25/2019 2:50:54.000000000 PM,2938990,2939347,2938990,2939347
1/25/2019 2:50:56.000000000 PM,2938990,2938990,2938990,2938990
1/25/2019 2:50:58.000000000 PM,2938825,2938895,2938825,2938895
