SN,Buying Price (Long),Timestamp,Selling Price (Long),Timestamp,P/L,Selling Price (Short),Timestamp,Buying Price (Short),Timestamp,P/L
158,3037522,1/27/2019 12:58:02.000000000 PM,3037720,1/27/2019 1:03:04.000000000 PM,94,3037427,1/27/2019 1:03:04.000000000 PM,3036262,1/27/2019 1:10:02.000000000 PM,577.5
159,3036262,1/27/2019 1:10:02.000000000 PM,3040505,1/27/2019 1:16:38.000000000 PM,2116.5,3040245,1/27/2019 1:16:38.000000000 PM,3039297,1/27/2019 1:20:06.000000000 PM,469
160,3039297,1/27/2019 1:20:06.000000000 PM,3038850,1/27/2019 1:24:06.000000000 PM,-228.5,3038850,1/27/2019 1:24:06.000000000 PM,3038500,1/27/2019 1:26:22.000000000 PM,170
161,3038500,1/27/2019 1:26:22.000000000 PM,3039400,1/27/2019 1:28:54.000000000 PM,445,3039400,1/27/2019 1:28:54.000000000 PM,3039600,1/27/2019 1:29:50.000000000 PM,-105
162,3039600,1/27/2019 1:29:50.000000000 PM,3038797,1/27/2019 1:30:24.000000000 PM,-406.5,3038947,1/27/2019 1:30:24.000000000 PM,3033430,1/27/2019 1:33:56.000000000 PM,2753.5
163,3030495,1/27/2019 1:39:30.000000000 PM,3028272,1/27/2019 1:40:38.000000000 PM,-1116.5,3032702,1/27/2019 1:35:10.000000000 PM,3030495,1/27/2019 1:39:30.000000000 PM,1098.5
164,3024330,1/27/2019 1:43:44.000000000 PM,3024965,1/27/2019 1:45:52.000000000 PM,312.5,3028422,1/27/2019 1:40:38.000000000 PM,3024150,1/27/2019 1:43:42.000000000 PM,2131
165,3001827,1/27/2019 1:51:42.000000000 PM,3016832,1/27/2019 1:53:58.000000000 PM,7497.5,3024995,1/27/2019 1:45:52.000000000 PM,3019632,1/27/2019 1:47:34.000000000 PM,2676.5
166,3017582,1/27/2019 1:56:40.000000000 PM,3014142,1/27/2019 1:58:56.000000000 PM,-1725,3015945,1/27/2019 1:48:18.000000000 PM,3005817,1/27/2019 1:49:28.000000000 PM,5059
167,3014850,1/27/2019 2:01:06.000000000 PM,3013095,1/27/2019 2:02:30.000000000 PM,-882.5,3002827,1/27/2019 1:50:18.000000000 PM,2996757,1/27/2019 1:51:04.000000000 PM,3030
168,3008950,1/27/2019 2:07:28.000000000 PM,3007202,1/27/2019 2:09:50.000000000 PM,-879,3011907,1/27/2019 1:54:24.000000000 PM,3015005,1/27/2019 1:55:18.000000000 PM,-1554
169,3010447,1/27/2019 2:10:24.000000000 PM,3021157,1/27/2019 2:11:32.000000000 PM,5350,3013037,1/27/2019 1:59:12.000000000 PM,3014850,1/27/2019 2:01:06.000000000 PM,-911.5
170,3020995,1/27/2019 2:11:34.000000000 PM,3020205,1/27/2019 2:12:32.000000000 PM,-400,3013187,1/27/2019 2:02:30.000000000 PM,3013017,1/27/2019 2:04:34.000000000 PM,80
171,3019527,1/27/2019 2:21:44.000000000 PM,3017557,1/27/2019 2:26:26.000000000 PM,-990,3009947,1/27/2019 2:05:12.000000000 PM,3007100,1/27/2019 2:06:58.000000000 PM,1418.5
172,3017475,1/27/2019 2:32:02.000000000 PM,3026627,1/27/2019 2:38:42.000000000 PM,4571,3007202,1/27/2019 2:09:50.000000000 PM,3010447,1/27/2019 2:10:24.000000000 PM,-1627.5
173,3024925,1/27/2019 2:41:56.000000000 PM,3024957,1/27/2019 2:46:06.000000000 PM,11,3016235,1/27/2019 2:15:08.000000000 PM,3017385,1/27/2019 2:15:44.000000000 PM,-580
174,3023215,1/27/2019 2:48:52.000000000 PM,3022297,1/27/2019 2:50:44.000000000 PM,-464,3016257,1/27/2019 2:18:30.000000000 PM,3016592,1/27/2019 2:19:24.000000000 PM,-172.5
175,3022495,1/27/2019 2:52:48.000000000 PM,3023290,1/27/2019 3:00:28.000000000 PM,392.5,3017462,1/27/2019 2:26:26.000000000 PM,3016055,1/27/2019 2:31:50.000000000 PM,698.5
176,3020382,1/27/2019 3:04:56.000000000 PM,3020685,1/27/2019 3:07:48.000000000 PM,146.5,3027020,1/27/2019 2:38:42.000000000 PM,3025002,1/27/2019 2:41:54.000000000 PM,1004
177,3019610,1/27/2019 3:13:50.000000000 PM,3018655,1/27/2019 3:16:24.000000000 PM,-482.5,3025002,1/27/2019 2:46:06.000000000 PM,3023215,1/27/2019 2:48:52.000000000 PM,888.5
178,3017842,1/27/2019 3:19:56.000000000 PM,3017160,1/27/2019 3:20:36.000000000 PM,-346,3022297,1/27/2019 2:50:44.000000000 PM,3020747,1/27/2019 2:52:36.000000000 PM,770
179,3016860,1/27/2019 3:22:48.000000000 PM,3015917,1/27/2019 3:25:02.000000000 PM,-476.5,3022772,1/27/2019 3:00:34.000000000 PM,3020382,1/27/2019 3:04:56.000000000 PM,1190
180,3016752,1/27/2019 3:25:40.000000000 PM,3017850,1/27/2019 3:27:54.000000000 PM,544,3020580,1/27/2019 3:07:48.000000000 PM,3019610,1/27/2019 3:13:50.000000000 PM,480
181,3019207,1/28/2019 9:15:06.000000000 AM,3015652,1/28/2019 9:15:44.000000000 AM,-1782.5,3018655,1/27/2019 3:16:24.000000000 PM,3017842,1/27/2019 3:19:56.000000000 PM,401.5
182,3013855,1/28/2019 9:17:46.000000000 AM,3020130,1/28/2019 9:26:42.000000000 AM,3132.5,3017165,1/27/2019 3:20:36.000000000 PM,3016860,1/27/2019 3:22:48.000000000 PM,147.5
183,3021077,1/28/2019 9:28:20.000000000 AM,3019830,1/28/2019 9:29:18.000000000 AM,-628.5,3015917,1/27/2019 3:25:02.000000000 PM,3016752,1/27/2019 3:25:40.000000000 PM,-422.5
184,3018707,1/28/2019 9:34:08.000000000 AM,3018300,1/28/2019 9:35:38.000000000 AM,-208.5,3017835,1/27/2019 3:27:54.000000000 PM,3017367,1/27/2019 3:29:02.000000000 PM,229
185,3018997,1/28/2019 9:36:24.000000000 AM,3018070,1/28/2019 9:37:10.000000000 AM,-468.5,3015195,1/28/2019 9:15:54.000000000 AM,3013855,1/28/2019 9:17:46.000000000 AM,665
186,3018512,1/28/2019 9:39:28.000000000 AM,3019302,1/28/2019 9:42:18.000000000 AM,390,3020130,1/28/2019 9:26:42.000000000 AM,3021077,1/28/2019 9:28:20.000000000 AM,-478.5
187,3020410,1/28/2019 9:44:18.000000000 AM,3030165,1/28/2019 9:57:14.000000000 AM,4872.5,3019830,1/28/2019 9:29:18.000000000 AM,3018707,1/28/2019 9:34:08.000000000 AM,556.5
188,3031827,1/28/2019 9:59:08.000000000 AM,3030085,1/28/2019 10:00:54.000000000 AM,-876,3018300,1/28/2019 9:35:38.000000000 AM,3018997,1/28/2019 9:36:24.000000000 AM,-353.5
189,3030005,1/28/2019 10:03:46.000000000 AM,3029787,1/28/2019 10:04:52.000000000 AM,-114,3017962,1/28/2019 9:37:10.000000000 AM,3018512,1/28/2019 9:39:28.000000000 AM,-280
190,3030797,1/28/2019 10:06:34.000000000 AM,3031232,1/28/2019 10:08:34.000000000 AM,212.5,3019302,1/28/2019 9:42:18.000000000 AM,3020410,1/28/2019 9:44:18.000000000 AM,-559
191,3026072,1/28/2019 10:14:10.000000000 AM,3025252,1/28/2019 10:14:44.000000000 AM,-415,3030232,1/28/2019 9:57:14.000000000 AM,3031827,1/28/2019 9:59:08.000000000 AM,-802.5
192,3025707,1/28/2019 10:15:30.000000000 AM,3027320,1/28/2019 10:18:58.000000000 AM,801.5,3030307,1/28/2019 10:00:54.000000000 AM,3030005,1/28/2019 10:03:46.000000000 AM,146
193,3026627,1/28/2019 10:21:30.000000000 AM,3025972,1/28/2019 10:22:32.000000000 AM,-332.5,3029787,1/28/2019 10:04:52.000000000 AM,3030797,1/28/2019 10:06:34.000000000 AM,-510
194,3026102,1/28/2019 10:26:30.000000000 AM,3025720,1/28/2019 10:27:34.000000000 AM,-196,3031207,1/28/2019 10:08:34.000000000 AM,3026072,1/28/2019 10:14:10.000000000 AM,2562.5
195,3026202,1/28/2019 10:28:18.000000000 AM,3025972,1/28/2019 10:29:58.000000000 AM,-120,3025355,1/28/2019 10:14:44.000000000 AM,3025707,1/28/2019 10:15:30.000000000 AM,-181
196,3026420,1/28/2019 10:30:30.000000000 AM,3025932,1/28/2019 10:31:18.000000000 AM,-249,3027320,1/28/2019 10:18:58.000000000 AM,3026627,1/28/2019 10:21:30.000000000 AM,341.5
197,3026467,1/28/2019 10:31:50.000000000 AM,3026182,1/28/2019 10:32:56.000000000 AM,-147.5,3025972,1/28/2019 10:22:32.000000000 AM,3026102,1/28/2019 10:26:30.000000000 AM,-70
198,3024065,1/28/2019 10:41:14.000000000 AM,3025567,1/28/2019 10:46:34.000000000 AM,746,3025720,1/28/2019 10:27:34.000000000 AM,3026202,1/28/2019 10:28:18.000000000 AM,-246
199,3024742,1/28/2019 10:49:04.000000000 AM,3026465,1/28/2019 10:56:38.000000000 AM,856.5,3025975,1/28/2019 10:29:58.000000000 AM,3026420,1/28/2019 10:30:30.000000000 AM,-227.5
200,3026255,1/28/2019 11:00:26.000000000 AM,3028655,1/28/2019 11:08:06.000000000 AM,1195,3025932,1/28/2019 10:31:18.000000000 AM,3026467,1/28/2019 10:31:50.000000000 AM,-272.5
201,3027910,1/28/2019 11:12:18.000000000 AM,3028795,1/28/2019 11:15:40.000000000 AM,437.5,3026147,1/28/2019 10:32:56.000000000 AM,3024065,1/28/2019 10:41:14.000000000 AM,1036
202,3027700,1/28/2019 11:21:28.000000000 AM,3027882,1/28/2019 11:25:24.000000000 AM,86,3025567,1/28/2019 10:46:34.000000000 AM,3024742,1/28/2019 10:49:04.000000000 AM,407.5
203,3026030,1/28/2019 11:29:52.000000000 AM,3025532,1/28/2019 11:30:22.000000000 AM,-254,3026465,1/28/2019 10:56:38.000000000 AM,3026255,1/28/2019 11:00:26.000000000 AM,100
204,3026202,1/28/2019 11:31:02.000000000 AM,3026195,1/28/2019 11:32:50.000000000 AM,-8.5,3028655,1/28/2019 11:08:06.000000000 AM,3027910,1/28/2019 11:12:18.000000000 AM,367.5
205,3026217,1/28/2019 11:34:18.000000000 AM,3026132,1/28/2019 11:35:34.000000000 AM,-47.5,3028880,1/28/2019 11:15:40.000000000 AM,3027700,1/28/2019 11:21:28.000000000 AM,585
206,3026650,1/28/2019 11:36:46.000000000 AM,3027042,1/28/2019 11:42:28.000000000 AM,191,3028202,1/28/2019 11:25:24.000000000 AM,3026030,1/28/2019 11:29:52.000000000 AM,1081
207,3027327,1/28/2019 11:45:08.000000000 AM,3028390,1/28/2019 11:49:20.000000000 AM,526.5,3025532,1/28/2019 11:30:22.000000000 AM,3026202,1/28/2019 11:31:02.000000000 AM,-340
208,3028657,1/28/2019 11:49:52.000000000 AM,3028167,1/28/2019 11:50:40.000000000 AM,-250,3026195,1/28/2019 11:32:50.000000000 AM,3026217,1/28/2019 11:34:18.000000000 AM,-16
209,3027962,1/28/2019 11:53:40.000000000 AM,3027432,1/28/2019 11:54:40.000000000 AM,-270,3026132,1/28/2019 11:35:34.000000000 AM,3026650,1/28/2019 11:36:46.000000000 AM,-264
210,3026955,1/28/2019 11:57:02.000000000 AM,3027700,1/28/2019 12:01:46.000000000 PM,367.5,3026972,1/28/2019 11:42:28.000000000 AM,3027327,1/28/2019 11:45:08.000000000 AM,-182.5
211,3027247,1/28/2019 12:04:26.000000000 PM,3027807,1/28/2019 12:06:32.000000000 PM,275,3028390,1/28/2019 11:49:20.000000000 AM,3028657,1/28/2019 11:49:52.000000000 AM,-138.5
212,3027655,1/28/2019 12:08:36.000000000 PM,3031857,1/28/2019 12:13:28.000000000 PM,2096,3028167,1/28/2019 11:50:40.000000000 AM,3027962,1/28/2019 11:53:40.000000000 AM,97.5
213,3032610,1/28/2019 12:14:02.000000000 PM,3035230,1/28/2019 12:21:00.000000000 PM,1305,3027432,1/28/2019 11:54:40.000000000 AM,3026955,1/28/2019 11:57:02.000000000 AM,233.5
214,3035090,1/28/2019 12:22:04.000000000 PM,3035450,1/28/2019 12:27:18.000000000 PM,175,3027700,1/28/2019 12:01:46.000000000 PM,3027247,1/28/2019 12:04:26.000000000 PM,221.5
215,3034097,1/28/2019 12:31:44.000000000 PM,3033940,1/28/2019 12:32:46.000000000 PM,-83.5,3027807,1/28/2019 12:06:32.000000000 PM,3027655,1/28/2019 12:08:36.000000000 PM,71
216,3034537,1/28/2019 12:34:22.000000000 PM,3035360,1/28/2019 12:37:36.000000000 PM,406.5,3031857,1/28/2019 12:13:28.000000000 PM,3032610,1/28/2019 12:14:02.000000000 PM,-381.5
217,3037020,1/28/2019 12:38:28.000000000 PM,3036840,1/28/2019 12:42:36.000000000 PM,-95,3035230,1/28/2019 12:21:00.000000000 PM,3035090,1/28/2019 12:22:04.000000000 PM,65
218,3036255,1/28/2019 12:44:30.000000000 PM,3035915,1/28/2019 12:46:38.000000000 PM,-175,3035450,1/28/2019 12:27:18.000000000 PM,3034097,1/28/2019 12:31:44.000000000 PM,671.5
219,3032300,1/28/2019 12:51:38.000000000 PM,3033512,1/28/2019 12:55:30.000000000 PM,601,3033940,1/28/2019 12:32:46.000000000 PM,3034537,1/28/2019 12:34:22.000000000 PM,-303.5
220,3033552,1/28/2019 12:56:32.000000000 PM,3033820,1/28/2019 1:00:18.000000000 PM,129,3035325,1/28/2019 12:37:36.000000000 PM,3037020,1/28/2019 12:38:28.000000000 PM,-852.5
221,3033735,1/28/2019 1:05:56.000000000 PM,3034035,1/28/2019 1:10:44.000000000 PM,145,3036840,1/28/2019 12:42:36.000000000 PM,3036255,1/28/2019 12:44:30.000000000 PM,287.5
222,3034845,1/28/2019 1:11:44.000000000 PM,3036865,1/28/2019 1:17:42.000000000 PM,1005,3035915,1/28/2019 12:46:38.000000000 PM,3032300,1/28/2019 12:51:38.000000000 PM,1802.5
223,3034545,1/28/2019 1:22:02.000000000 PM,3033687,1/28/2019 1:22:22.000000000 PM,-434,3033512,1/28/2019 12:55:30.000000000 PM,3033552,1/28/2019 12:56:32.000000000 PM,-25
224,3033787,1/28/2019 1:24:12.000000000 PM,3033470,1/28/2019 1:27:18.000000000 PM,-163.5,3033820,1/28/2019 1:00:18.000000000 PM,3033735,1/28/2019 1:05:56.000000000 PM,37.5
225,3033872,1/28/2019 1:28:28.000000000 PM,3033317,1/28/2019 1:28:44.000000000 PM,-282.5,3034035,1/28/2019 1:10:44.000000000 PM,3034845,1/28/2019 1:11:44.000000000 PM,-410
226,3034105,1/28/2019 1:29:00.000000000 PM,3035170,1/28/2019 1:32:02.000000000 PM,527.5,3036807,1/28/2019 1:17:42.000000000 PM,3034545,1/28/2019 1:22:02.000000000 PM,1126
227,3035790,1/28/2019 1:32:50.000000000 PM,3035350,1/28/2019 1:35:32.000000000 PM,-225,3033722,1/28/2019 1:22:22.000000000 PM,3033787,1/28/2019 1:24:12.000000000 PM,-37.5
228,3036240,1/28/2019 1:37:34.000000000 PM,3045807,1/28/2019 1:49:44.000000000 PM,4778.5,3033480,1/28/2019 1:27:18.000000000 PM,3033872,1/28/2019 1:28:28.000000000 PM,-201
229,3046605,1/28/2019 1:51:12.000000000 PM,3047100,1/28/2019 1:52:22.000000000 PM,242.5,3033317,1/28/2019 1:28:44.000000000 PM,3034105,1/28/2019 1:29:00.000000000 PM,-399
230,3051725,1/28/2019 1:55:14.000000000 PM,3051232,1/28/2019 1:56:40.000000000 PM,-251.5,3035170,1/28/2019 1:32:02.000000000 PM,3035790,1/28/2019 1:32:50.000000000 PM,-315
231,3047405,1/28/2019 2:02:24.000000000 PM,3049047,1/28/2019 2:08:58.000000000 PM,816,3035350,1/28/2019 1:35:32.000000000 PM,3036240,1/28/2019 1:37:34.000000000 PM,-450
232,3049460,1/28/2019 2:13:06.000000000 PM,3049270,1/28/2019 2:18:28.000000000 PM,-100,3045812,1/28/2019 1:49:44.000000000 PM,3046605,1/28/2019 1:51:12.000000000 PM,-401.5
233,3050307,1/28/2019 2:20:46.000000000 PM,3050400,1/28/2019 2:22:42.000000000 PM,41.5,3047100,1/28/2019 1:52:22.000000000 PM,3050490,1/28/2019 1:54:50.000000000 PM,-1700
234,3050852,1/28/2019 2:24:10.000000000 PM,3052392,1/28/2019 2:27:50.000000000 PM,765,3051485,1/28/2019 1:56:40.000000000 PM,3047405,1/28/2019 2:02:24.000000000 PM,2035
235,3046902,1/28/2019 2:40:56.000000000 PM,3048885,1/28/2019 2:44:50.000000000 PM,986.5,3048970,1/28/2019 2:08:58.000000000 PM,3049460,1/28/2019 2:13:06.000000000 PM,-250
236,3049817,1/28/2019 2:45:40.000000000 PM,3050192,1/28/2019 2:47:32.000000000 PM,182.5,3049380,1/28/2019 2:18:28.000000000 PM,3050307,1/28/2019 2:20:46.000000000 PM,-468.5
237,3046482,1/28/2019 2:57:28.000000000 PM,3045022,1/28/2019 2:58:56.000000000 PM,-735,3050400,1/28/2019 2:22:42.000000000 PM,3050852,1/28/2019 2:24:10.000000000 PM,-231
238,3045072,1/28/2019 3:00:38.000000000 PM,3052297,1/28/2019 3:05:02.000000000 PM,3607.5,3052392,1/28/2019 2:27:50.000000000 PM,3046902,1/28/2019 2:40:56.000000000 PM,2740
239,3048215,1/28/2019 3:08:44.000000000 PM,3054947,1/28/2019 3:27:28.000000000 PM,3361,3048885,1/28/2019 2:44:50.000000000 PM,3049817,1/28/2019 2:45:40.000000000 PM,-471
240,3059000,1/29/2019 9:15:08.000000000 AM,3059162,1/29/2019 9:15:28.000000000 AM,76,3050165,1/28/2019 2:47:32.000000000 PM,3046482,1/28/2019 2:57:28.000000000 PM,1836.5
241,3055777,1/29/2019 9:17:38.000000000 AM,3063832,1/29/2019 9:28:32.000000000 AM,4022.5,3045022,1/28/2019 2:58:56.000000000 PM,3045072,1/28/2019 3:00:38.000000000 PM,-30
242,3051802,1/29/2019 9:38:26.000000000 AM,3049650,1/29/2019 9:39:00.000000000 AM,-1081,3052292,1/28/2019 3:05:02.000000000 PM,3048215,1/28/2019 3:08:44.000000000 PM,2033.5
243,3046822,1/29/2019 9:43:00.000000000 AM,3049740,1/29/2019 9:48:34.000000000 AM,1454,3054972,1/28/2019 3:27:28.000000000 PM,3055247,1/28/2019 3:29:02.000000000 PM,-142.5
244,3047615,1/29/2019 9:52:38.000000000 AM,3047175,1/29/2019 9:55:24.000000000 AM,-225,3051880,1/29/2019 9:16:34.000000000 AM,3054802,1/29/2019 9:17:34.000000000 AM,-1466
245,3049957,1/29/2019 9:57:48.000000000 AM,3049257,1/29/2019 10:02:34.000000000 AM,-355,3063847,1/29/2019 9:28:32.000000000 AM,3050737,1/29/2019 9:37:52.000000000 AM,6550
246,3046947,1/29/2019 10:06:22.000000000 AM,3049592,1/29/2019 10:13:18.000000000 AM,1317.5,3049650,1/29/2019 9:39:00.000000000 AM,3047490,1/29/2019 9:40:36.000000000 AM,1075
247,3048257,1/29/2019 10:19:44.000000000 AM,3047787,1/29/2019 10:20:50.000000000 AM,-240,3043737,1/29/2019 9:42:16.000000000 AM,3046297,1/29/2019 9:42:48.000000000 AM,-1285
248,3048640,1/29/2019 10:21:54.000000000 AM,3048645,1/29/2019 10:23:38.000000000 AM,-2.5,3049740,1/29/2019 9:48:34.000000000 AM,3047615,1/29/2019 9:52:38.000000000 AM,1057.5
249,3048372,1/29/2019 10:25:36.000000000 AM,3047750,1/29/2019 10:27:08.000000000 AM,-316,3047212,1/29/2019 9:55:24.000000000 AM,3049225,1/29/2019 9:57:38.000000000 AM,-1011.5
250,3042815,1/29/2019 10:42:10.000000000 AM,3042620,1/29/2019 10:46:00.000000000 AM,-102.5,3049280,1/29/2019 10:02:34.000000000 AM,3046947,1/29/2019 10:06:22.000000000 AM,1161.5
251,3042157,1/29/2019 10:47:44.000000000 AM,3045305,1/29/2019 10:52:36.000000000 AM,1569,3049697,1/29/2019 10:13:18.000000000 AM,3048257,1/29/2019 10:19:44.000000000 AM,715
252,3045540,1/29/2019 10:56:00.000000000 AM,3044600,1/29/2019 10:56:32.000000000 AM,-475,3047787,1/29/2019 10:20:50.000000000 AM,3048640,1/29/2019 10:21:54.000000000 AM,-431.5
253,3044142,1/29/2019 11:00:14.000000000 AM,3049445,1/29/2019 11:07:28.000000000 AM,2646.5,3048645,1/29/2019 10:23:38.000000000 AM,3048372,1/29/2019 10:25:36.000000000 AM,131.5
254,3050130,1/29/2019 11:08:32.000000000 AM,3048762,1/29/2019 11:09:16.000000000 AM,-689,3047750,1/29/2019 10:27:08.000000000 AM,3042815,1/29/2019 10:42:10.000000000 AM,2462.5
255,3049112,1/29/2019 11:11:24.000000000 AM,3048405,1/29/2019 11:12:54.000000000 AM,-358.5,3042620,1/29/2019 10:46:00.000000000 AM,3042157,1/29/2019 10:47:44.000000000 AM,226.5
256,3048747,1/29/2019 11:14:18.000000000 AM,3048412,1/29/2019 11:16:02.000000000 AM,-172.5,3045305,1/29/2019 10:52:36.000000000 AM,3045540,1/29/2019 10:56:00.000000000 AM,-122.5
257,3048852,1/29/2019 11:17:08.000000000 AM,3052157,1/29/2019 11:21:26.000000000 AM,1647.5,3044665,1/29/2019 10:56:32.000000000 AM,3044142,1/29/2019 11:00:14.000000000 AM,256.5
258,3053662,1/29/2019 11:22:08.000000000 AM,3052305,1/29/2019 11:22:48.000000000 AM,-683.5,3049445,1/29/2019 11:07:28.000000000 AM,3050130,1/29/2019 11:08:32.000000000 AM,-347.5
259,3052630,1/29/2019 11:25:20.000000000 AM,3052217,1/29/2019 11:26:02.000000000 AM,-211.5,3048800,1/29/2019 11:09:16.000000000 AM,3049112,1/29/2019 11:11:24.000000000 AM,-161
260,3051795,1/29/2019 11:28:06.000000000 AM,3050745,1/29/2019 11:28:28.000000000 AM,-530,3048485,1/29/2019 11:12:54.000000000 AM,3048747,1/29/2019 11:14:18.000000000 AM,-136
261,3050320,1/29/2019 11:32:28.000000000 AM,3050582,1/29/2019 11:34:58.000000000 AM,126,3048302,1/29/2019 11:16:02.000000000 AM,3048852,1/29/2019 11:17:08.000000000 AM,-280
262,3051225,1/29/2019 11:36:30.000000000 AM,3050925,1/29/2019 11:38:14.000000000 AM,-155,3052182,1/29/2019 11:21:26.000000000 AM,3053662,1/29/2019 11:22:08.000000000 AM,-745
263,3050470,1/29/2019 11:40:22.000000000 AM,3049600,1/29/2019 11:42:36.000000000 AM,-440,3052297,1/29/2019 11:22:48.000000000 AM,3052630,1/29/2019 11:25:20.000000000 AM,-171.5
264,3050007,1/29/2019 11:43:36.000000000 AM,3049605,1/29/2019 11:43:56.000000000 AM,-206,3052217,1/29/2019 11:26:02.000000000 AM,3051795,1/29/2019 11:28:06.000000000 AM,206
265,3050647,1/29/2019 11:44:50.000000000 AM,3050070,1/29/2019 11:47:46.000000000 AM,-293.5,3050792,1/29/2019 11:28:28.000000000 AM,3050320,1/29/2019 11:32:28.000000000 AM,231
266,3050352,1/29/2019 11:50:08.000000000 AM,3050287,1/29/2019 11:52:02.000000000 AM,-37.5,3050582,1/29/2019 11:34:58.000000000 AM,3051225,1/29/2019 11:36:30.000000000 AM,-326.5
267,3050992,1/29/2019 11:52:40.000000000 AM,3050742,1/29/2019 11:55:54.000000000 AM,-130,3050925,1/29/2019 11:38:14.000000000 AM,3050470,1/29/2019 11:40:22.000000000 AM,222.5
268,3051787,1/29/2019 11:57:06.000000000 AM,3053245,1/29/2019 11:59:32.000000000 AM,724,3049600,1/29/2019 11:42:36.000000000 AM,3050007,1/29/2019 11:43:36.000000000 AM,-208.5
269,3051300,1/29/2019 12:04:24.000000000 PM,3050797,1/29/2019 12:04:28.000000000 PM,-256.5,3049605,1/29/2019 11:43:56.000000000 AM,3050647,1/29/2019 11:44:50.000000000 AM,-526
270,3051250,1/29/2019 12:05:28.000000000 PM,3051147,1/29/2019 12:07:26.000000000 PM,-56.5,3050075,1/29/2019 11:47:46.000000000 AM,3050352,1/29/2019 11:50:08.000000000 AM,-143.5
271,3051487,1/29/2019 12:08:38.000000000 PM,3051807,1/29/2019 12:10:22.000000000 PM,155,3050287,1/29/2019 11:52:02.000000000 AM,3050992,1/29/2019 11:52:40.000000000 AM,-357.5
272,3052672,1/29/2019 12:11:10.000000000 PM,3051787,1/29/2019 12:14:14.000000000 PM,-447.5,3050742,1/29/2019 11:55:54.000000000 AM,3051787,1/29/2019 11:57:06.000000000 AM,-527.5
273,3048272,1/29/2019 12:19:12.000000000 PM,3047750,1/29/2019 12:21:44.000000000 PM,-266,3053197,1/29/2019 11:59:32.000000000 AM,3051300,1/29/2019 12:04:24.000000000 PM,943.5
274,3049450,1/29/2019 12:22:26.000000000 PM,3047700,1/29/2019 12:24:20.000000000 PM,-880,3050797,1/29/2019 12:04:28.000000000 PM,3051250,1/29/2019 12:05:28.000000000 PM,-231.5
275,3047882,1/29/2019 12:26:48.000000000 PM,3047945,1/29/2019 12:29:52.000000000 PM,26.5,3051097,1/29/2019 12:07:26.000000000 PM,3051487,1/29/2019 12:08:38.000000000 PM,-200
276,3048395,1/29/2019 12:31:28.000000000 PM,3047650,1/29/2019 12:31:52.000000000 PM,-377.5,3051750,1/29/2019 12:10:22.000000000 PM,3052672,1/29/2019 12:11:10.000000000 PM,-466
277,3048347,1/29/2019 12:33:08.000000000 PM,3050352,1/29/2019 12:39:58.000000000 PM,997.5,3051785,1/29/2019 12:14:14.000000000 PM,3048342,1/29/2019 12:19:10.000000000 PM,1716.5
278,3051355,1/29/2019 12:40:18.000000000 PM,3052205,1/29/2019 12:43:10.000000000 PM,420,3047750,1/29/2019 12:21:44.000000000 PM,3049450,1/29/2019 12:22:26.000000000 PM,-855
279,3051915,1/29/2019 12:46:52.000000000 PM,3053412,1/29/2019 12:49:20.000000000 PM,743.5,3047700,1/29/2019 12:24:20.000000000 PM,3047882,1/29/2019 12:26:48.000000000 PM,-96
280,3052437,1/29/2019 12:56:28.000000000 PM,3051930,1/29/2019 12:57:54.000000000 PM,-258.5,3047945,1/29/2019 12:29:52.000000000 PM,3048395,1/29/2019 12:31:28.000000000 PM,-230
281,3052135,1/29/2019 12:58:54.000000000 PM,3052745,1/29/2019 1:02:50.000000000 PM,300,3047650,1/29/2019 12:31:52.000000000 PM,3048347,1/29/2019 12:33:08.000000000 PM,-353.5
282,3050162,1/29/2019 1:07:50.000000000 PM,3052305,1/29/2019 1:12:38.000000000 PM,1066.5,3050352,1/29/2019 12:39:58.000000000 PM,3051355,1/29/2019 12:40:18.000000000 PM,-506.5
283,3052452,1/29/2019 1:14:12.000000000 PM,3052097,1/29/2019 1:16:04.000000000 PM,-182.5,3052205,1/29/2019 12:43:10.000000000 PM,3051915,1/29/2019 12:46:52.000000000 PM,140
284,3053055,1/29/2019 1:17:00.000000000 PM,3053147,1/29/2019 1:19:58.000000000 PM,41,3053272,1/29/2019 12:49:20.000000000 PM,3052437,1/29/2019 12:56:28.000000000 PM,412.5
285,3053560,1/29/2019 1:21:16.000000000 PM,3057697,1/29/2019 1:22:56.000000000 PM,2063.5,3051902,1/29/2019 12:57:54.000000000 PM,3052135,1/29/2019 12:58:54.000000000 PM,-121.5
286,3058600,1/29/2019 1:26:26.000000000 PM,3057377,1/29/2019 1:28:08.000000000 PM,-616.5,3052747,1/29/2019 1:02:50.000000000 PM,3050162,1/29/2019 1:07:50.000000000 PM,1287.5
287,3057797,1/29/2019 1:32:40.000000000 PM,3056915,1/29/2019 1:37:18.000000000 PM,-446,3052300,1/29/2019 1:12:38.000000000 PM,3052452,1/29/2019 1:14:12.000000000 PM,-81
288,3057840,1/29/2019 1:39:16.000000000 PM,3056877,1/29/2019 1:41:30.000000000 PM,-486.5,3052095,1/29/2019 1:16:04.000000000 PM,3053055,1/29/2019 1:17:00.000000000 PM,-485
289,3050635,1/29/2019 1:52:36.000000000 PM,3048702,1/29/2019 1:53:20.000000000 PM,-971.5,3053147,1/29/2019 1:19:58.000000000 PM,3053560,1/29/2019 1:21:16.000000000 PM,-211.5
